"","Lineage code","Ancestor code","Start date","End date","Species in lineage"
"29","T255","N253",40.3,34.3,"Globigerinatheka luterbacheri"
"30","T266","F82363",32.6496959324414,27.2,"Subbotina yeguaensis-Subbotina gortanii"
"31","T270","N269",42.8,33.7,"Subbotina jacksonensis"
"32","T275","N273",32.9,27.2,"Subbotina sp2"
"33","T280","F15974",25.4658263640738,19.3,"Ciperoella ciperoensis-Ciperoella fariasi"
"34","T323","F46585",26.0424040897074,16.3,"Globoturborotalita labiacrassata"
"35","T33","N26",15.15,4.8,"Globorotalia challengeri-Globorotalia juanai"
"36","T361","N325",22.7,15.1,"Globoturborotalita brazieri"
"37","T362","F16263",43.4611437817733,34,"Clavigerinella eocanica"
"38","T367","N366",29.4,4,"Protentella prolixa-Protentella nicobarensis"
"39","T372","N291",21.5,2,"Globigerina eamesi"
"40","T373","F45911",11.4348197350772,0.6,"Globoturborotalita druryi"
"41","T7","N6",45.25,39.3,"Pseudohastigerina sharkriverensis"
"42","T87","F69578",47.1966764476889,38,"Planorotalites pseudoscitula-Planorotalites capdevilensis"
"43","F38199","N334",15.1,3.71733802702076,"Globigerinoides elongatus-Globigerinoides ruber-Globigerinoides seigliei"
"44","F48464","N322",30.3,24.2192271711072,"Globoturborotalita woodi"
"45","F70769","F70636",42.7235195314162,37.6413846730511,"Pseudohastigerina wilcoxensis-Pseudohastigerina micra"
"46","F20742","N166",32.1,26.9254804087407,"Dentoglobigerina sellii"
"47","F44481","N201",30.4,24.0989881041483,"Globorotaloides testarugosus"
"48","F26811","N1",69.2,63.7880565827306,"Muricohedbergella holmdelensis-Globanomalina archeocompressa-Globanomalina planocompressa"
"49","F77638","F78930",55.4522476804166,49.4947561252494,"Subbotina cancellata-Subbotina patagonica-Subbotina linaperta"
"50","F66274","N193",37.2,24.484773185188,"Paragloborotalia pseudokugleri-Paragloborotalia kugleri"
"51","F31724","N366",29.4,24.2234016525676,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"52","F45888","N291",21.5,14.9555668816366,"Globoturborotalita druryi"
"53","F19999","N179",24.1,18.0660840014322,"Dentoglobigerina larmeui"
"54","F68941","F69099",50.0665344304475,44.7324198064654,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"55","F90725","N314",44.15,18.2286983340001,"Turborotalita carcoselleensis-Turborotalita praequinqueloba-Turborotalita quinqueloba"
"56","F9068","N70",60.75,49.3156503036286,"Alicantina lozanoi-Alicantina prolata"
"57","F3082","N119",43.2,32.8792959569581,"Acarinina echinata"
"58","F9242","N298",10.2,3.39533059154637,"Beella praedigitata-Beella digitata"
"59","F62775","N149",37.2,20.8785728128953,"Paragloborotalia continuosa"
"60","F45492","N348",14.3,7.44432297054678,"Globoturborotalita decoraperta-Globoturborotalita rubescens-Globigerinoides tenellus"
"61","F17278","N177",27.2,20.7222256000713,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"62","F29170","F29108",40.007972167335,32.1842137721018,"Subbotina roesnaesensis-Globigerina officinalis"
"63","F39401","N25",18.3,10.4177361525007,"Globorotalia miozea-Globorotalia miotumida-Globorotalia conomiozea-Globorotalia terminalis"
"64","F46635","N318",42.4,32.6688335064076,"Globoturborotalita martini"
